Country_Name,Country_Code,Time,Time_Code,GDP,Exports,Imports,CO2_GDP,CO2_percapita
Latvia,LVA,2010,YR2010,23956163077.00000,53.25838,55.34640,0.37045,4.06097
Latvia,LVA,2011,YR2011,27474380566.00000,59.77989,65.71056,0.33483,3.83418
Latvia,LVA,2012,YR2012,28169902669.00000,61.44375,66.78469,0.29987,3.72149
Latvia,LVA,2013,YR2013,30204783462.00000,60.39517,64.76268,0.28937,3.70279
Latvia,LVA,2014,YR2014,31386896487.00000,61.15473,64.07617,0.27749,3.65251
Latvia,LVA,2015,YR2015,27263090547.00000,60.27538,61.97716,0.26834,3.69952
Latvia,LVA,2016,YR2016,28083597512.00000,59.60708,59.25773,0.25602,3.64642
Latvia,LVA,2017,YR2017,30483806018.00000,61.58944,62.21946,0.24682,3.66416
Latvia,LVA,2018,YR2018,34429023435.00000,61.45894,62.12342,0.25964,4.03970
Latvia,LVA,2019,YR2019,34343961073.00000,59.81408,60.47386,0.24611,3.95497
Latvia,LVA,2020,YR2020,34601740323.00000,59.89934,58.93172,0.23035,3.64561
Lithuania,LTU,1996,YR1996,8382519637.00000,41.95339,51.24974,0.75593,3.95373
Lithuania,LTU,1997,YR1997,10118631852.00000,44.97404,55.05157,0.68246,3.89470
Lithuania,LTU,1998,YR1998,11239547691.00000,39.12759,50.53070,0.67067,4.14349
Lithuania,LTU,1999,YR1999,10971583945.00000,32.41816,42.40334,0.56496,3.47513
Lithuania,LTU,2000,YR2000,11524776867.00000,38.59393,44.78466,0.46781,3.00494
Lithuania,LTU,2001,YR2001,12237388002.00000,44.09702,49.56868,0.46586,3.21408
Lithuania,LTU,2002,YR2002,14259781159.00000,47.40378,53.08684,0.43905,3.25965
Lithuania,LTU,2003,YR2003,18781721376.00000,46.22098,52.01392,0.39743,3.28902
Lithuania,LTU,2004,YR2004,22627507452.00000,48.77136,55.83266,0.39558,3.52820
Lithuania,LTU,2005,YR2005,26097677572.00000,55.12968,62.35390,0.39536,3.86128
Lithuania,LTU,2006,YR2006,30183575104.00000,57.03745,67.29799,0.37354,3.98167
Lithuania,LTU,2007,YR2007,39697891352.00000,51.64121,64.74618,0.34110,4.08802
Lithuania,LTU,2008,YR2008,47797551588.00000,57.62133,69.22776,0.32880,4.08551
Lithuania,LTU,2009,YR2009,37388122046.00000,51.78930,53.54948,0.34549,3.69662
Lithuania,LTU,2010,YR2010,37128694028.00000,63.94236,65.94502,0.36635,4.06905
Lithuania,LTU,2011,YR2011,43535051482.00000,72.88101,75.56621,0.32473,3.91187
Lithuania,LTU,2012,YR2012,42927454291.00000,78.22663,77.61653,0.31482,3.99153
Lithuania,LTU,2013,YR2013,46523420074.00000,78.66857,77.21822,0.28887,3.83107
Lithuania,LTU,2014,YR2014,48533659592.00000,72.27043,70.45122,0.26747,3.70448
Lithuania,LTU,2015,YR2015,41435533340.00000,68.77764,69.77468,0.26710,3.80989
Lithuania,LTU,2016,YR2016,43047309306.00000,67.58738,66.86648,0.26373,3.90593
Lithuania,LTU,2017,YR2017,47758736932.00000,73.59516,71.27819,0.25333,3.96768
Lithuania,LTU,2018,YR2018,53751411409.00000,75.20540,73.38938,0.25294,4.15932
Lithuania,LTU,2019,YR2019,54760617013.00000,77.31170,71.99504,0.24349,4.20015
Lithuania,LTU,2020,YR2020,56914826861.00000,73.16244,63.87072,0.24267,4.18400
Luxembourg,LUX,1996,YR1996,20895314658.00000,107.98110,87.65581,0.28154,21.09192
Luxembourg,LUX,1997,YR1997,19563836265.00000,116.22095,95.86781,0.25195,19.65002
Luxembourg,LUX,1998,YR1998,20150053345.00000,127.69713,108.87289,0.21679,17.81375
Luxembourg,LUX,1999,YR1999,21899317599.00000,129.93645,109.98605,0.20981,18.39898
Luxembourg,LUX,2000,YR2000,21230182989.00000,147.64488,124.76744,0.21196,19.61196
Luxembourg,LUX,2001,YR2001,21387533703.00000,146.20091,124.56472,0.21914,20.65228
Luxembourg,LUX,2002,YR2002,23649833332.00000,136.36172,114.32748,0.22858,22.00549
Luxembourg,LUX,2003,YR2003,29667268248.00000,132.84805,112.12989,0.23235,22.67697
Luxembourg,LUX,2004,YR2004,35064843793.00000,143.73436,121.49252,0.25379,25.45280
Luxembourg,LUX,2005,YR2005,37672280120.00000,153.82441,130.25307,0.25301,25.61044
Luxembourg,LUX,2006,YR2006,42910146296.00000,167.74031,138.13924,0.23473,24.79112
Luxembourg,LUX,2007,YR2007,51587401416.00000,169.57671,137.90831,0.20598,23.15534
Luxembourg,LUX,2008,YR2008,58844277702.00000,161.49476,130.71872,0.20489,22.55704
Luxembourg,LUX,2009,YR2009,54467289898.00000,147.92508,115.60762,0.20061,20.97882
Luxembourg,LUX,2010,YR2010,56213985987.00000,162.70986,130.96202,0.20419,21.75567
Luxembourg,LUX,2011,YR2011,61696281326.00000,169.48912,139.22533,0.19984,21.04150
Luxembourg,LUX,2012,YR2012,59776383527.00000,171.21179,140.57505,0.19284,20.14894
Luxembourg,LUX,2013,YR2013,65203276467.00000,176.38333,144.15018,0.17774,18.72295
Luxembourg,LUX,2014,YR2014,68804811898.00000,182.78259,150.64626,0.16417,17.33394
Luxembourg,LUX,2015,YR2015,60071584216.00000,191.83545,159.29653,0.15204,16.03465
Luxembourg,LUX,2016,YR2016,62216885436.00000,191.09863,157.33878,0.14027,15.19878
Luxembourg,LUX,2017,YR2017,65712180343.00000,192.74750,161.04649,0.14096,15.10306
Luxembourg,LUX,2018,YR2018,71000359760.00000,197.50134,164.92257,0.14412,15.33152
Luxembourg,LUX,2019,YR2019,69825641851.00000,204.32082,173.52218,0.14357,15.32304
Luxembourg,LUX,2020,YR2020,73992591285.00000,199.61900,165.59679,0.11963,12.45695
Malaysia,MYS,1996,YR1996,101000000000.00000,91.57615,90.19083,0.76426,4.76797
Malaysia,MYS,1997,YR1997,100000000000.00000,93.28945,92.37566,0.76533,4.98914
Malaysia,MYS,1998,YR1998,72167498981.00000,115.74373,93.74848,0.82355,4.84560
Malaysia,MYS,1999,YR1999,79148421053.00000,121.31139,96.25953,0.84031,5.11674
Malaysia,MYS,2000,YR2000,93789736842.00000,119.80971,100.59708,0.83871,5.41970
Malaysia,MYS,2001,YR2001,92783947368.00000,110.40249,92.96214,0.86862,5.49893
Malaysia,MYS,2002,YR2002,101000000000.00000,108.30530,91.05093,0.86824,5.64889
Malaysia,MYS,2003,YR2003,110000000000.00000,106.94345,87.25168,0.86667,5.82108
Malaysia,MYS,2004,YR2004,125000000000.00000,115.37334,95.00093,0.88961,6.23094
Malaysia,MYS,2005,YR2005,144000000000.00000,112.89898,90.95567,0.89339,6.44100
Malaysia,MYS,2006,YR2006,163000000000.00000,112.18548,90.39167,0.87988,6.54986
Malaysia,MYS,2007,YR2007,194000000000.00000,106.16827,86.29723,0.90322,6.99323
Malaysia,MYS,2008,YR2008,231000000000.00000,99.49958,77.16875,0.92068,7.31841
Malaysia,MYS,2009,YR2009,202000000000.00000,91.41679,71.14218,0.83793,6.43128
Malaysia,MYS,2010,YR2010,255000000000.00000,86.93030,71.01447,0.85908,6.95971
Malaysia,MYS,2011,YR2011,298000000000.00000,85.25544,69.68224,0.82623,6.93532
Malaysia,MYS,2012,YR2012,314000000000.00000,79.29991,68.54184,0.79502,6.92563
Malaysia,MYS,2013,YR2013,323000000000.00000,75.62904,67.09195,0.82470,7.40295
Malaysia,MYS,2014,YR2014,338000000000.00000,73.79350,64.51873,0.82393,7.71944
Malaysia,MYS,2015,YR2015,301000000000.00000,69.44869,61.92138,0.78389,7.60342
Malaysia,MYS,2016,YR2016,301000000000.00000,66.77545,60.12356,0.73601,7.34842
Malaysia,MYS,2017,YR2017,319000000000.00000,70.01174,63.14343,0.67586,7.03983
Malaysia,MYS,2018,YR2018,359000000000.00000,68.55497,61.84765,0.69146,7.45237
Malaysia,MYS,2019,YR2019,365000000000.00000,65.27777,57.75080,0.67164,7.46500
Malaysia,MYS,2020,YR2020,337000000000.00000,61.59924,55.22935,0.71174,7.38372
Mexico,MEX,1996,YR1996,411000000000.00000,26.00501,24.41419,0.44612,3.52343
Mexico,MEX,1997,YR1997,500000000000.00000,24.33293,24.44443,0.44312,3.67533
Mexico,MEX,1998,YR1998,527000000000.00000,24.59443,26.40169,0.44925,3.85304
Mexico,MEX,1999,YR1999,600000000000.00000,24.63265,25.98532,0.42528,3.68692
Mexico,MEX,2000,YR2000,708000000000.00000,25.40672,27.02596,0.43263,3.87415
Mexico,MEX,2001,YR2001,757000000000.00000,22.66672,24.49935,0.43399,3.81139
Mexico,MEX,2002,YR2002,772000000000.00000,22.55249,24.14542,0.44239,3.82497
Mexico,MEX,2003,YR2003,729000000000.00000,24.36044,25.84525,0.45719,3.95094
Mexico,MEX,2004,YR2004,782000000000.00000,25.84030,27.64584,0.45017,3.98383
Mexico,MEX,2005,YR2005,877000000000.00000,26.23255,27.70558,0.45924,4.09880
Mexico,MEX,2006,YR2006,975000000000.00000,27.32516,28.76756,0.45587,4.19418
Mexico,MEX,2007,YR2007,1050000000000.00000,27.52724,29.26804,0.45442,4.22076
Mexico,MEX,2008,YR2008,1110000000000.00000,27.70150,30.07554,0.45167,4.18973
Mexico,MEX,2009,YR2009,900000000000.00000,27.15500,28.81277,0.46528,4.03759
Mexico,MEX,2010,YR2010,1060000000000.00000,29.69766,31.06265,0.45694,4.11321
Mexico,MEX,2011,YR2011,1180000000000.00000,31.03671,32.43297,0.45558,4.19099
Mexico,MEX,2012,YR2012,1200000000000.00000,32.26557,33.50168,0.44697,4.20241
Mexico,MEX,2013,YR2013,1270000000000.00000,31.30565,32.45922,0.43128,4.05606
Mexico,MEX,2014,YR2014,1320000000000.00000,31.87344,33.05192,0.40744,3.89236
Mexico,MEX,2015,YR2015,1170000000000.00000,34.52489,36.56420,0.40246,3.92537
Mexico,MEX,2016,YR2016,1080000000000.00000,37.04217,39.02004,0.39611,3.92032
Mexico,MEX,2017,YR2017,1160000000000.00000,37.65157,39.46418,0.38636,3.86276
Mexico,MEX,2018,YR2018,1220000000000.00000,39.25755,41.30183,0.35448,3.58749
Mexico,MEX,2019,YR2019,1270000000000.00000,38.82129,39.07606,0.36072,3.61217
Mexico,MEX,2020,YR2020,1090000000000.00000,39.49277,37.44585,0.33243,3.04077
Moldova,MDA,1996,YR1996,1695122174.00000,55.32826,73.90928,2.47492,3.52958
Moldova,MDA,1997,YR1997,1930081169.00000,53.20012,74.36028,2.24235,3.26262
Moldova,MDA,1998,YR1998,1698717505.00000,45.01954,71.78359,2.16608,2.94665
Moldova,MDA,1999,YR1999,1170782957.00000,52.31838,65.20956,1.90552,2.50882
Moldova,MDA,2000,YR2000,1288429392.00000,49.60011,76.56299,1.70303,2.29414
Moldova,MDA,2001,YR2001,1480673594.00000,50.05504,74.44570,1.67885,2.40489
Moldova,MDA,2002,YR2002,1661818168.00000,52.46390,77.37563,1.59390,2.46700
Moldova,MDA,2003,YR2003,1980907435.00000,53.31319,86.74334,1.61658,2.67477
Moldova,MDA,2004,YR2004,2598249556.00000,51.19391,81.50516,1.50723,2.68503
Moldova,MDA,2005,YR2005,2988342907.00000,51.16358,91.85998,1.47415,2.82992
Moldova,MDA,2006,YR2006,3408255364.00000,45.25634,91.89843,1.37213,2.76820
Moldova,MDA,2007,YR2007,4401173162.00000,45.58047,97.14007,1.35958,2.83172
Moldova,MDA,2008,YR2008,6054824433.00000,40.81875,93.60285,1.26288,2.84088
Moldova,MDA,2009,YR2009,5439434059.00000,36.87212,73.49120,1.25911,2.66581
Moldova,MDA,2010,YR2010,6974982391.00000,27.82961,60.10824,1.27676,2.89800
Moldova,MDA,2011,YR2011,8414351672.00000,32.54046,66.07714,1.21374,2.91694
Moldova,MDA,2012,YR2012,8709138767.00000,31.13285,65.17356,1.19063,2.84489
Moldova,MDA,2013,YR2013,9496717701.00000,32.09261,63.59468,0.96363,2.51140
Moldova,MDA,2014,YR2014,9399833207.00000,31.52796,62.70033,0.98556,2.69864
Moldova,MDA,2015,YR2015,7798692878.00000,31.80692,57.15949,1.02845,2.82816
Moldova,MDA,2016,YR2016,7982450758.00000,32.86650,56.13818,0.99779,2.90491
Moldova,MDA,2017,YR2017,9519053158.00000,32.53285,56.09054,0.94851,2.92684
Moldova,MDA,2018,YR2018,11253727815.00000,30.69637,56.75042,0.96695,3.16042
Moldova,MDA,2019,YR2019,11735774634.00000,31.19108,56.44115,0.97370,3.34867
Moldova,MDA,2020,YR2020,11531967881.00000,27.91434,51.35139,1.02462,3.26785
Mongolia,MNG,1996,YR1996,1345719472.00000,35.52433,42.44975,2.54821,3.68695
Mongolia,MNG,1997,YR1997,1180934203.00000,52.66635,47.32510,2.40429,3.57673
Mongolia,MNG,1998,YR1998,1124440204.00000,47.84351,59.50770,2.33471,3.55433
Mongolia,MNG,1999,YR1999,1057408589.00000,50.15844,62.08290,2.28049,3.54401
Mongolia,MNG,2000,YR2000,1136896124.00000,53.99675,67.88986,2.35685,3.67064
Mongolia,MNG,2001,YR2001,1267997934.00000,50.31834,65.49999,2.28257,3.62792
Mongolia,MNG,2002,YR2002,1396555720.00000,50.72662,67.79064,2.33346,3.85007
Mongolia,MNG,2003,YR2003,1595297356.00000,52.35205,67.94734,2.11435,3.70051
Mongolia,MNG,2004,YR2004,1992066808.00000,60.78777,70.54154,1.96240,3.76733
Mongolia,MNG,2005,YR2005,2523471602.00000,58.76938,63.61208,2.11612,4.32085
Mongolia,MNG,2006,YR2006,3414055663.00000,59.44327,53.48672,2.18926,4.81133
Mongolia,MNG,2007,YR2007,4234999703.00000,59.61445,58.26598,2.08206,4.99742
Mongolia,MNG,2008,YR2008,5623216610.00000,54.01704,67.18098,1.90498,4.92595
Mongolia,MNG,2009,YR2009,4583850368.00000,50.27800,57.53576,2.02822,5.11434
Mongolia,MNG,2010,YR2010,7189482001.00000,46.67898,56.67105,2.00088,5.29546
Mongolia,MNG,2011,YR2011,10409797375.00000,52.55356,74.44567,1.87498,5.73242
Mongolia,MNG,2012,YR2012,12292770631.00000,43.57215,66.01641,1.81919,6.13874
Mongolia,MNG,2013,YR2013,12582122604.00000,38.89024,61.42175,1.74750,6.46156
Mongolia,MNG,2014,YR2014,12226514666.00000,52.24900,57.07331,1.59668,6.24289
Mongolia,MNG,2015,YR2015,11619892593.00000,44.18405,45.46961,1.48888,5.83543
Mongolia,MNG,2016,YR2016,11181350649.00000,50.87219,50.18304,1.54098,5.99850
Mongolia,MNG,2017,YR2017,11480847740.00000,59.16668,56.76622,1.57135,6.32277
Mongolia,MNG,2018,YR2018,13178094720.00000,58.16478,68.19109,1.60518,6.80966
Mongolia,MNG,2019,YR2019,14206359016.00000,59.21723,65.17928,1.63299,7.16084
Mongolia,MNG,2020,YR2020,13312981427.00000,57.66035,55.17830,1.56593,6.43065
Netherlands,NLD,1996,YR1996,450000000000.00000,57.38847,51.34450,0.32204,11.17951
Netherlands,NLD,1997,YR1997,417000000000.00000,60.35996,53.98080,0.29567,10.65368
Netherlands,NLD,1998,YR1998,438000000000.00000,59.34034,53.21168,0.28322,10.61515
Netherlands,NLD,1999,YR1999,447000000000.00000,59.90502,54.49686,0.26109,10.21030
Netherlands,NLD,2000,YR2000,417000000000.00000,66.03327,59.48868,0.25159,10.17843
Netherlands,NLD,2001,YR2001,432000000000.00000,63.29841,56.74036,0.25348,10.41470
Netherlands,NLD,2002,YR2002,474000000000.00000,60.14842,53.30898,0.25340,10.36783
Netherlands,NLD,2003,YR2003,580000000000.00000,59.28414,52.63587,0.25744,10.49982
Netherlands,NLD,2004,YR2004,658000000000.00000,62.67424,54.93438,0.25503,10.57111
Netherlands,NLD,2005,YR2005,685000000000.00000,65.63209,57.17457,0.24382,10.28967
Netherlands,NLD,2006,YR2006,734000000000.00000,68.18112,59.59103,0.22974,10.01479
Netherlands,NLD,2007,YR2007,849000000000.00000,68.77546,61.68241,0.22253,10.04478
Netherlands,NLD,2008,YR2008,952000000000.00000,69.79363,61.26626,0.21869,10.04658
Netherlands,NLD,2009,YR2009,872000000000.00000,62.23701,54.65254,0.22051,9.70868
Netherlands,NLD,2010,YR2010,847000000000.00000,69.80367,61.71840,0.23199,10.29831
Netherlands,NLD,2011,YR2011,905000000000.00000,75.50307,66.96870,0.21197,9.51101
Netherlands,NLD,2012,YR2012,839000000000.00000,79.50337,69.76504,0.21243,9.39861
Netherlands,NLD,2013,YR2013,877000000000.00000,79.88048,69.66885,0.21219,9.34814
Netherlands,NLD,2014,YR2014,892000000000.00000,80.57791,69.47585,0.19950,8.88191
Netherlands,NLD,2015,YR2015,766000000000.00000,82.65890,75.15768,0.20557,9.29024
Netherlands,NLD,2016,YR2016,784000000000.00000,79.53516,69.32350,0.20259,9.30689
Netherlands,NLD,2017,YR2017,834000000000.00000,83.39177,72.63644,0.19340,9.08927
Netherlands,NLD,2018,YR2018,914000000000.00000,84.68346,74.13975,0.18369,8.78514
Netherlands,NLD,2019,YR2019,910000000000.00000,82.53771,72.73296,0.17369,8.41397
Netherlands,NLD,2020,YR2020,910000000000.00000,78.26548,68.19630,0.16136,7.47155
New Zealand,NZL,1996,YR1996,70140835299.00000,28.34888,26.76729,0.23850,6.80943
New Zealand,NZL,1997,YR1997,66073130218.00000,28.32037,26.92649,0.25457,7.32261
New Zealand,NZL,1998,YR1998,56226503976.00000,29.61732,28.27870,0.24777,7.12472
New Zealand,NZL,1999,YR1999,58762260626.00000,30.95055,30.45068,0.24752,7.46080
New Zealand,NZL,2000,YR2000,52622954599.00000,35.74546,32.77147,0.24769,7.63538
New Zealand,NZL,2001,YR2001,53872463497.00000,35.43104,31.80278,0.25712,8.14813
New Zealand,NZL,2002,YR2002,66627729311.00000,32.84707,29.80892,0.24496,7.98863
New Zealand,NZL,2003,YR2003,88250885550.00000,29.83973,28.07504,0.24765,8.29301
New Zealand,NZL,2004,YR2004,104000000000.00000,29.54341,29.25614,0.23392,8.03330
New Zealand,NZL,2005,YR2005,115000000000.00000,28.28517,29.73358,0.23595,8.28085
New Zealand,NZL,2006,YR2006,112000000000.00000,29.60861,29.99465,0.22976,8.18857
New Zealand,NZL,2007,YR2007,137000000000.00000,29.27311,29.15205,0.21645,7.87691
New Zealand,NZL,2008,YR2008,133000000000.00000,32.07871,32.33002,0.22499,8.02042
New Zealand,NZL,2009,YR2009,121000000000.00000,28.73391,26.41181,0.20550,7.24439
New Zealand,NZL,2010,YR2010,147000000000.00000,30.27363,27.97799,0.20174,7.13662
New Zealand,NZL,2011,YR2011,168000000000.00000,30.39502,28.84544,0.19254,6.90935
New Zealand,NZL,2012,YR2012,176000000000.00000,28.85939,28.16372,0.19955,7.28373
New Zealand,NZL,2013,YR2013,191000000000.00000,28.81358,27.20357,0.19284,7.17802
New Zealand,NZL,2014,YR2014,201000000000.00000,27.98286,27.18177,0.18625,7.07864
New Zealand,NZL,2015,YR2015,178000000000.00000,27.95880,26.96248,0.18129,7.00334
New Zealand,NZL,2016,YR2016,189000000000.00000,26.64826,25.85975,0.16872,6.61541
New Zealand,NZL,2017,YR2017,207000000000.00000,27.58841,26.62559,0.17208,6.84049
New Zealand,NZL,2018,YR2018,212000000000.00000,27.87863,27.92434,0.16360,6.61327
New Zealand,NZL,2019,YR2019,213000000000.00000,27.31947,27.06471,0.16758,6.83005
New Zealand,NZL,2020,YR2020,213000000000.00000,21.74042,22.23463,0.15554,6.16080
Nicaragua,NIC,1996,YR1996,4308351903.00000,16.84736,31.63548,0.46199,0.58528
Nicaragua,NIC,1997,YR1997,4389973335.00000,19.41955,38.58599,0.47647,0.61686
Nicaragua,NIC,1998,YR1998,4635267225.00000,19.33444,37.67927,0.53535,0.70744
Nicaragua,NIC,1999,YR1999,4855717875.00000,18.53028,44.00737,0.50334,0.70132
Nicaragua,NIC,2000,YR2000,5107329007.00000,20.10817,41.19033,0.51442,0.73547
Nicaragua,NIC,2001,YR2001,5323146566.00000,19.04191,38.93822,0.52051,0.75596
Nicaragua,NIC,2002,YR2002,5224213018.00000,18.84714,39.24415,0.53469,0.77256
Nicaragua,NIC,2003,YR2003,5322454926.00000,20.70500,41.47007,0.58571,0.85716
Nicaragua,NIC,2004,YR2004,5795568205.00000,23.05986,44.13546,0.55241,0.84139
Nicaragua,NIC,2005,YR2005,6321324455.00000,24.38213,47.26359,0.50714,0.79541
Nicaragua,NIC,2006,YR2006,6763418646.00000,31.26693,56.04268,0.51036,0.82238
Nicaragua,NIC,2007,YR2007,7423365275.00000,33.06389,59.96130,0.50159,0.83751
Nicaragua,NIC,2008,YR2008,8496948184.00000,34.47042,62.32367,0.46496,0.79170
Nicaragua,NIC,2009,YR2009,8298736471.00000,33.98147,53.01140,0.46921,0.76153
Nicaragua,NIC,2010,YR2010,8758619131.00000,40.46661,59.89639,0.46153,0.77073
Nicaragua,NIC,2011,YR2011,9774320144.00000,45.01693,66.81023,0.45844,0.80205
Nicaragua,NIC,2012,YR2012,10531980451.00000,47.46949,67.70836,0.42323,0.77704
Nicaragua,NIC,2013,YR2013,10982954744.00000,45.21432,65.77014,0.38505,0.73101
Nicaragua,NIC,2014,YR2014,11880433903.00000,45.00767,61.69006,0.39090,0.76644
Nicaragua,NIC,2015,YR2015,12756722238.00000,40.08363,58.11054,0.41442,0.83935
Nicaragua,NIC,2016,YR2016,13286066155.00000,38.88182,54.93189,0.40564,0.84685
Nicaragua,NIC,2017,YR2017,13785890939.00000,41.33881,55.04141,0.38899,0.83772
Nicaragua,NIC,2018,YR2018,13025266513.00000,42.27729,51.70747,0.37256,0.76455
Nicaragua,NIC,2019,YR2019,12699028890.00000,44.80450,49.23778,0.39185,0.77010
Nicaragua,NIC,2020,YR2020,12678162359.00000,41.90517,47.02512,0.35617,0.67825
Norway,NOR,1996,YR1996,164000000000.00000,39.43245,30.76919,0.12944,7.89647
Norway,NOR,1997,YR1997,161000000000.00000,40.03601,32.11769,0.12986,8.29562
Norway,NOR,1998,YR1998,154000000000.00000,36.75460,34.86809,0.13113,8.54966
Norway,NOR,1999,YR1999,162000000000.00000,38.38659,31.12014,0.13463,8.89807
Norway,NOR,2000,YR2000,171000000000.00000,45.61278,28.69974,0.11252,7.63379
Norway,NOR,2001,YR2001,174000000000.00000,44.98515,28.17315,0.11169,7.69542
Norway,NOR,2002,YR2002,196000000000.00000,40.46888,27.04813,0.10905,7.57598
Norway,NOR,2003,YR2003,229000000000.00000,39.67231,26.64844,0.11684,8.14633
Norway,NOR,2004,YR2004,265000000000.00000,41.11015,27.56181,0.11284,8.13492
Norway,NOR,2005,YR2005,310000000000.00000,43.44206,27.02739,0.10698,7.86591
Norway,NOR,2006,YR2006,347000000000.00000,44.53732,27.12261,0.10684,7.98395
Norway,NOR,2007,YR2007,403000000000.00000,42.95755,28.98447,0.10535,8.01845
Norway,NOR,2008,YR2008,465000000000.00000,46.21810,28.56718,0.10238,7.73305
Norway,NOR,2009,YR2009,388000000000.00000,39.81015,27.65417,0.10601,7.75345
Norway,NOR,2010,YR2010,431000000000.00000,40.15033,28.08919,0.11270,8.20502
Norway,NOR,2011,YR2011,501000000000.00000,41.66127,27.93747,0.10856,7.88827
Norway,NOR,2012,YR2012,513000000000.00000,41.28706,27.21149,0.10488,7.72532
Norway,NOR,2013,YR2013,526000000000.00000,39.86131,28.11148,0.10612,7.80117
Norway,NOR,2014,YR2014,502000000000.00000,39.72767,29.40971,0.10403,7.71680
Norway,NOR,2015,YR2015,388000000000.00000,38.57519,31.85667,0.10379,7.76486
Norway,NOR,2016,YR2016,371000000000.00000,35.93817,33.17867,0.10079,7.56104
Norway,NOR,2017,YR2017,402000000000.00000,36.73226,32.37652,0.09736,7.42375
Norway,NOR,2018,YR2018,440000000000.00000,38.22103,31.78217,0.09508,7.26132
Norway,NOR,2019,YR2019,409000000000.00000,36.64093,34.25490,0.09180,7.04232
Norway,NOR,2020,YR2020,368000000000.00000,32.21034,33.14364,0.08933,6.72508
Paraguay,PRY,1996,YR1996,9788391781.00000,52.74050,50.29477,0.18004,0.79017
Paraguay,PRY,1997,YR1997,9965225678.00000,48.46975,47.46452,0.19054,0.85242
Paraguay,PRY,1998,YR1998,9260481572.00000,54.63984,46.96648,0.19781,0.86665
Paraguay,PRY,1999,YR1999,8837070236.00000,42.79294,34.76234,0.20052,0.84884
Paraguay,PRY,2000,YR2000,8855705140.00000,43.33093,35.31380,0.16957,0.68783
Paraguay,PRY,2001,YR2001,8495806432.00000,40.64259,31.96311,0.17539,0.69361
Paraguay,PRY,2002,YR2002,7196260657.00000,47.47508,31.96649,0.18322,0.71416
Paraguay,PRY,2003,YR2003,7691367471.00000,47.14466,33.98271,0.18318,0.73555
Paraguay,PRY,2004,YR2004,9624440836.00000,45.68782,34.41662,0.17765,0.73365
Paraguay,PRY,2005,YR2005,10737500188.00000,47.59359,37.42837,0.16189,0.67529
Paraguay,PRY,2006,YR2006,13429430050.00000,46.29309,38.44045,0.16516,0.71451
Paraguay,PRY,2007,YR2007,17856393235.00000,43.37493,35.62621,0.14740,0.66555
Paraguay,PRY,2008,YR2008,24615267617.00000,42.43837,38.33921,0.16082,0.76583
Paraguay,PRY,2009,YR2009,22355151178.00000,38.09725,32.74473,0.17037,0.80102
Paraguay,PRY,2010,YR2010,27129301048.00000,42.13984,39.11768,0.16932,0.87427
Paraguay,PRY,2011,YR2011,33737033607.00000,40.23886,38.25326,0.16798,0.89289
Paraguay,PRY,2012,YR2012,33296438409.00000,37.99552,36.76944,0.16786,0.87407
Paraguay,PRY,2013,YR2013,38651334593.00000,38.71367,34.65621,0.15872,0.88270
Paraguay,PRY,2014,YR2014,40377987315.00000,35.46441,33.61931,0.16002,0.92403
Paraguay,PRY,2015,YR2015,36211372646.00000,34.73466,32.18041,0.17584,1.03068
Paraguay,PRY,2016,YR2016,36089550672.00000,37.14323,30.61608,0.19050,1.14776
Paraguay,PRY,2017,YR2017,38997129809.00000,38.16928,32.91085,0.20016,1.24633
Paraguay,PRY,2018,YR2018,40225448651.00000,36.85322,35.21600,0.20470,1.29748
Paraguay,PRY,2019,YR2019,37925338460.00000,36.08729,35.13487,0.19917,1.24067
Paraguay,PRY,2020,YR2020,35432177936.00000,33.27063,29.48959,0.18778,1.14459
Peru,PER,1996,YR1996,55252414130.00000,13.31652,18.33768,0.35490,1.12667
Peru,PER,1997,YR1997,58147522523.00000,14.47726,18.99229,0.33208,1.10225
Peru,PER,1998,YR1998,55501467877.00000,13.70290,19.25012,0.32160,1.04462
Peru,PER,1999,YR1999,50187324568.00000,15.39689,17.80889,0.34156,1.10743
Peru,PER,2000,YR2000,51744749133.00000,16.76837,18.76966,0.32759,1.07428
Peru,PER,2001,YR2001,52030158775.00000,16.60138,18.46302,0.30173,0.98232
Peru,PER,2002,YR2002,54777553515.00000,17.27481,17.97437,0.29900,1.01451
Peru,PER,2003,YR2003,58731030122.00000,19.01467,18.60994,0.28111,0.98314
Peru,PER,2004,YR2004,66768703498.00000,22.91223,19.02384,0.30806,1.11985
Peru,PER,2005,YR2005,76060606061.00000,26.84876,20.50856,0.29035,1.11172
Peru,PER,2006,YR2006,88643193062.00000,30.53664,21.24842,0.26616,1.08677
Peru,PER,2007,YR2007,102000000000.00000,31.52212,24.16600,0.26884,1.18210
Peru,PER,2008,YR2008,121000000000.00000,29.72763,28.70614,0.27903,1.32932
Peru,PER,2009,YR2009,121000000000.00000,26.44205,21.66988,0.29675,1.41922
Peru,PER,2010,YR2010,148000000000.00000,27.82616,23.84664,0.29939,1.53949
Peru,PER,2011,YR2011,172000000000.00000,30.50276,25.48552,0.30303,1.64285
Peru,PER,2012,YR2012,193000000000.00000,27.44961,25.17028,0.28370,1.61752
Peru,PER,2013,YR2013,201000000000.00000,24.80830,24.97884,0.27710,1.65625
Peru,PER,2014,YR2014,201000000000.00000,22.60697,24.24615,0.28923,1.75159
