year,countrycode,Shanon_index
2022,HK,4.4573179675719112
2011,MY,4.6005994722090282
2020,AR,4.7284144072066745
1987,AE,1.2096380284468951
2022,NL,1.1020308158143708
1999,AU,5.0499304454738052
2017,KW,4.0834245428602634
2021,GF,3.2476926752282318
1983,GB,3.1001567104866745
2004,PA,5.38596147010997
2015,CO,5.7488710247198247
2014,BZ,4.9124939307005793
2015,IM,3.3779931823364358
2017,SV,4.1287067920392593
2015,GR,4.4467008035508222
2018,KR,3.2749226754897887
2018,HU,2.8964963277537885
2016,SN,4.1635243932629837
2020,AT,4.9244970244752775
2009,CO,5.439416696726842
2017,PA,1.8071594246671918
2019,JP,3.462679647953057
2000,GR,4.1147492827115428
2001,TW,3.8126582996683585
2022,UY,4.3773098266995651
2000,KE,1.2060164222691079
2022,AD,4.4363336784093432
2008,PM,1.1144636319810737
2012,CN,3.9307488218875219
2009,UG,5.5045243087821882
2002,BR,4.4530574257164615
2014,TH,4.0091303390916524
2020,IS,3.0761234922150917
2010,IN,4.862765581030116
2014,FR,3.3112953000111736
2019,NO,4.7440026290179187
2013,HK,4.0703984151120132
2021,BQ,3.6333911150356344
2018,MY,1.9205012455437054
2014,NI,4.6389761813888093
2010,EC,4.74100380635707
2013,GT,5.221239606010859
2011,TR,3.3297995466611274
2016,CN,4.4945759287852614
1995,CO,6.0629075749507972
2010,GR,4.3679065699018258
2007,IL,2.7135752558107962
2018,NO,4.78827349192191
2008,EC,4.6328598954327065
2006,BO,7.2679988062905654
2018,PH,4.2539718880803941
1993,AU,4.2202763817186861
2016,CZ,2.9111000525998882
2011,CO,5.3049745129019286
2009,BZ,5.2711146202619519
2012,HN,4.5291930539976146
2014,BG,4.3085164407489938
2019,ID,4.8626792339198257
2013,IN,4.9159434559860538
2019,GD,3.8179363062112026
1986,SA,4.0235347676119977
1970,US,2.5045284945037971
1997,BZ,5.58607648271278
2019,BE,2.9796388835997796
2020,JE,2.8859099756633051
2019,BT,5.2115060179512973
2013,MA,4.5671905888696323
2010,PL,3.530957091983618
2007,IN,4.8048832949843421
2005,FI,4.7553966315176268
2016,GR,4.4677133794375816
1982,FI,4.2643209792165022
2013,JP,3.0990320441119015
2018,GR,3.6470941286545933
2012,ET,4.9250937556837995
2019,DZ,3.4682012361649868
1993,VE,4.4659528319596378
2022,PK,4.7704710245638609
2003,EC,5.0546505356158624
2021,PS,3.6903562660668738
2000,EC,4.9804175031156275
2014,MN,3.9767195934978314
2021,LT,3.6253550313505234
1997,ZA,3.9157351221637233
2019,CV,3.5543555933570552
2017,VE,2.8025093465201123
2017,TZ,3.9146862375527158
1998,PE,5.9727620634306078
2020,ST,5.2607664166332917
1997,AU,5.0817409227537418
2022,PT,4.5402747600489892
2014,DE,3.0269569741044786
1998,PL,2.7892316651118656
2004,ZA,3.75074099145199
2019,SG,4.0369514661039183
1990,DE,2.9956483631754898
2001,NO,3.6410832643249926
2020,MA,4.0896743352983274
2010,KZ,4.71553582430003
2014,LS,3.5137950597819048
2016,JP,3.7106769156808768
1987,KN,1.4462117267612762
2011,KE,1.6074041696206596
2010,HK,4.5722705262618843
2014,LT,3.4005307918669407
2017,VN,5.339500190844773
2019,GF,2.1340888081591389
2016,MN,3.9555758662076235
2007,BW,4.6058293985531416
2007,OM,4.2355857756316651
1963,GB,2.816384150921488
1996,AU,4.9997644773196876
2013,MG,6.1057531072404307
1991,EC,5.300365958515175
2020,AG,2.06792605295497
2001,PL,4.19715514770496
2016,AO,4.8151221196625489
1993,MG,6.0579678945094484
2013,ZM,4.6905841732845435
2013,PH,4.4246939637264289
1986,IL,4.0662546111979641
2013,DO,3.3522502645452894
1997,DE,2.7561379567659037
2021,KN,3.6653796975869164
1994,RU,3.5995960161846416
2010,LT,5.1770193864298086
1979,AR,4.2880069647209238
2016,HU,2.9663717026924887
1977,AU,0.012929370405645487
1987,SG,3.7153885962103974
2005,IN,4.79956850729101
2011,BR,6.0567681473635515
2022,BD,4.5039406807553224
2018,ZW,5.0338181812530793
2012,PS,3.8900383739391513
1990,IN,3.6496048537274115
2017,BY,3.8854479532836739
1999,KE,4.7646752891907109
2002,MM,3.93892169318757
2017,MT,3.8330982441333084
1991,HR,3.3630580384906152
2012,ID,5.399208944415502
2006,UY,4.3255506774470565
2009,TR,3.3718859927354425
1986,TW,4.0655998024981015
2007,MY,4.7782951207679769
2014,KE,4.7785981874015846
1999,GR,4.935585505453651
1979,TW,3.8311470193957122
2020,UZ,2.6999032470875273
1996,LC,3.2751553021111093
2000,CU,3.8867525095581636
2018,BW,4.7177694662935128
2022,RE,4.4552899895712095
1990,EC,4.6307722835274356
2015,MF,3.3961804775256845
1984,IN,4.110840582926981
1987,VE,4.9473555625376271
2003,TH,4.9755269471281691
2007,AI,2.07648604770224
2011,LK,4.3997601839555243
2011,RU,3.8923263015753307
2015,NP,4.9955252824354481
1990,CL,4.0854876513157459
1980,TH,3.7646024107183811
2002,VE,4.3753173940438446
2005,TZ,4.1063607068470116
2019,HU,3.3688723275612489
2020,PH,4.1899982710339154
2015,GH,4.8967873030732738
2007,GM,4.7168727802424408
2019,EG,3.2062097662173579
2020,RO,3.2166813182168528
2020,GE,2.9255503949667667
2000,IT,4.5535908175306314
2011,CL,3.8582689842640057
1991,AU,3.6749112121681029
1979,PH,5.588709055770666
1993,CR,7.4252852913308525
2000,FI,4.7731000696645864
2014,GS,2.2314683741481076
2006,PH,4.292090333667252
2019,RW,5.1781029826729377
1994,VE,4.6974990217069834
2021,VU,3.043692347205762
2010,IT,4.2288837286644236
1984,LK,4.1538922362945518
2002,NG,4.1201510551796456
2008,VI,3.6602754040545986
1982,NP,4.4109631908450337
2007,AT,3.8523008699908261
2006,VE,4.962850067330554
2014,TT,3.9735062431743033
2015,KH,4.2395124369870789
2013,LK,4.7372537658217784
2021,AZ,3.6191547524494387
2011,JO,4.198641985884672
2018,CD,4.6749936846993334
1991,CI,4.7065618429984193
2020,BM,3.1566623531708862
1974,GB,2.6555590380698013
1996,PL,2.0285515950913906
1973,GH,4.1130461089429113
2001,AR,0.66169228777287781
1975,GB,2.6845721122079933
1994,KE,0.783280995103015
1988,PG,3.8547087533378122
2019,OM,4.4585664216631624
1987,IN,3.8288709295898617
2014,HR,4.355898073110855
1989,ID,4.9282926260657804
2009,MY,4.0286746702290053
1999,PH,5.0545034039525127
2018,CY,4.0767044860580866
1977,BM,4.1093330954079548
2020,SR,4.6578924011587786
2014,SG,4.2171533668632639
2017,MN,3.4828595098931969
2019,VU,3.2019556980513082
2006,SR,4.9246129403887826
2016,BZ,5.1383064374099732
2003,AR,5.2256642059565346
2016,TL,3.9410172592987331
2009,YE,3.8169090367603622
2000,IE,2.3937256206500876
2000,CN,4.9269183022658343
1988,GB,2.5679350277467061
2019,IS,3.7871776924826839
1980,BS,4.5922801508843136
1999,LK,4.3131287536492238
2000,BM,4.0584567807581964
1993,LC,3.2883198579648218
1984,NZ,1.5330778122943487
1990,KE,0.86833656501880419
2005,CU,4.0530761816136547
2009,RS,2.9244819790016079
2018,MQ,2.1909358377394286
1988,EG,3.88408023736317
2018,SZ,4.8945024237818728
2006,QA,3.8108948849805642
2008,OM,2.3234430311721344
2009,CM,4.9403771927384863
2016,AM,4.6183021178237569
2001,CN,4.1247690835240434
1946,MX,6.2304595229809374
2012,PY,3.3747264352880983
2023,ES,5.4242813182253746
1989,AU,4.2898529849631473
1982,CL,3.8372250857883765
1992,CL,3.4407972847910617
2003,RU,2.5674482113246033
1986,NL,2.55389337516933
1963,FR,2.743069828239709
1962,ZZ,5.3151152379013951
1955,NL,2.9543001894500307
1987,BQ,4.9394138044701981
1968,SA,1.9382216223480915
1988,MR,4.3707690610538688
1993,IR,3.0711478972019037
1970,ID,5.8775540498213807
1968,AU,3.4410026087035104
1990,ZZ,4.5048333906852029
1980,DE,2.7131852033290071
2006,YE,3.7185990649264524
1991,ID,5.6317967484167148
1961,ZZ,5.02486897050059
1966,ZA,5.6297116863611327
1993,DJ,4.0881132086222456
1953,NO,2.4425296449192975
1975,NO,3.0166096493911692
2005,SJ,2.6111587958096241
1984,TW,4.0734366454301263
1997,MZ,4.8204581581586519
1995,PK,3.5979431685308865
2007,LK,4.7427701925263159
2002,CY,3.6068403752220779
2022,QA,3.6048218887312204
1985,CR,6.6353929729409495
1997,RU,4.2407001940273537
2018,TN,3.489140032578236
1994,NZ,3.4095175590927744
2017,AI,0.60356496234668144
1996,PG,5.6894195600126318
1978,SR,5.5059417457152282
2009,NI,5.5337525232343285
1996,NP,5.5572432174503952
2005,ZM,4.3855394775526433
1996,PA,5.3346217708767121
2004,NL,3.8018042446962035
1986,BW,4.8180313144486959
2015,KR,4.0298416356606852
2011,PG,4.6729877317509914
2000,IN,3.9108480569273105
1980,FR,2.75178384571847
1992,IE,2.4348476963300256
1990,ID,5.6759125987532322
2006,RO,2.3202409697737938
1977,BO,4.1616317647366445
1997,CO,6.4909171279148508
2004,KR,1.1137115489539922
2010,ET,5.2992481566982264
2004,JP,3.1048693772187441
2012,ZW,4.8291587407181762
2003,UG,4.105300668126354
2001,MY,4.18945343498555
2017,GD,3.7360865300077624
1987,JP,2.56435154989482
2011,AT,3.8411197242242103
2014,AF,2.2550477513025133
2004,NA,2.0491788685618526
2017,MQ,3.6115142127891779
2000,BE,3.9328542639163007
1951,AR,5.21846687321427
2003,SJ,1.5253243675619796
1970,NO,2.8170467166085595
1972,SJ,2.56584652700954
1960,NZ,4.960356209177843
1972,BE,3.4046992814706822
1996,AE,2.506127479921914
1989,JO,3.6862739761041365
1990,CD,4.7313019419188631
1981,JE,2.8087651151099577
1979,ES,2.3148580439985267
1997,PT,3.0719923163883172
1993,PL,1.845567938263178
2017,VU,3.4707855189568759
2015,AL,3.4795718625952707
2011,IE,3.0301812161802624
2005,KG,3.1838174085281317
1977,NO,3.2809105920217969
1991,NL,2.8042493902994194
2007,NC,3.9211531935734052
1966,CM,2.4449247584467377
2022,FI,5.4092235153596873
1995,FI,4.687921147963829
1962,FI,4.449930560236246
1991,FI,4.4052838253090227
1956,FI,4.3075032779380082
2018,EE,2.2570984323111505
1954,FI,6.6433410691582706
2020,TJ,2.2238590531099551
2014,VC,3.3730024677967854
2016,UA,4.0434829600204321
1993,SA,4.2942748970981288
2015,AM,4.7918502357328077
2000,UG,4.2620086258156311
1992,BQ,1.6310866927561349
1994,LC,3.0594297894582572
2008,RO,2.4221304072416623
1994,ET,4.396742764326393
2005,MG,7.527030080956143
2018,UM,2.1894017617313781
1977,CI,3.5110858034969308
1982,PF,4.5815616338351015
1987,BR,6.621317018172709
1976,MH,5.2231515486089863
1997,GF,4.980688105180322
1989,AQ,0.53125748835698128
1963,VN,4.2169498253299329
1961,MG,5.3483444484313534
1990,GN,2.278981678827225
1986,ML,2.7558655849414246
1973,GR,5.363343352375975
1988,GF,3.0209917824384496
1962,MG,5.5276831655513021
1988,YT,4.0462287365241671
1989,NC,5.3884654901678273
1973,MG,4.67566519674832
1985,PH,5.8546749341802755
2005,FJ,3.2436271770059362
1964,MG,3.804810082298014
1998,GF,5.228658983371326
1959,CV,3.8263185256080692
1987,SN,0.79060500693331792
1987,SL,2.5560394502638593
1979,SR,4.1967540837847395
1962,TZ,6.2561608219392477
1991,GF,2.4559602054330152
1984,FR,2.854660612064444
1950,NL,2.7299596612775936
1971,PG,4.2953457335672489
2021,AT,4.6855255692721975
2022,GP,4.0466678190617831
2019,SK,3.654150273332081
2016,CH,4.14716959017057
2019,JE,3.6298188999667964
1984,RU,3.5147644865318184
1988,RU,2.9998746215794614
1989,VE,5.54883276712703
1964,PH,5.8840554151186515
1971,BR,7.3271827709692081
1994,CF,3.6889053142934047
1968,CN,6.2541102055516768
1972,ET,4.3562842700262427
1955,GR,5.3468020249021544
1991,GY,6.18234239726634
1967,PF,4.4864549307840189
1985,EC,7.1135232782585414
1962,AU,3.1655090005991622
2011,SI,2.6581739924985621
1980,BR,7.0163072417075867
1948,PH,5.69514480681576
1997,PH,5.0886052629558245
1984,VE,7.0635031927265608
1957,ZW,4.9862508935404133
1983,VE,5.9102970741668654
1965,ZW,4.9806783491330391
1969,LK,6.5141874929788788
1952,CO,7.2722029652619318
1953,BR,6.1486827543856917
1947,CZ,5.0052693069502645
1955,NC,6.03141110090995
2009,UA,3.586257468882379
1976,EC,5.1657004374586561
1964,BR,6.1846307114666672
1977,AX,3.5876968862008165
1959,FI,4.0380273531926107
1972,FI,4.101702184287757
1987,AX,3.7198006850019549
2001,MG,6.908482384505132
1989,UG,4.8251615444047866
1978,NI,7.3967725739881223
1970,HN,4.2089876255896606
1989,BR,5.1238366115693781
1968,CI,5.7083758112460092
1987,JM,4.6659161109693859
1989,TZ,5.9728333977778734
1986,JM,4.7778385724356927
1980,NC,6.0463270501521365
1988,GA,5.2686308250729281
1971,UG,4.173710374210966
1979,CO,7.47406213940752
2014,PY,4.3727663219894088
1972,PE,6.9894727578321865
1999,CN,4.98640814399469
1964,SL,4.4203115596886677
2003,NC,5.6789114653046138
2005,GA,1.2993401116601826
1956,GN,4.1396819767486859
1969,BR,7.045465105238609
1998,PY,6.4423320094682275
1983,NC,5.6313704612697713
2006,DO,2.901675282101253
1995,HK,3.4447642167571435
2006,HN,2.8981909148057108
2003,FJ,4.9116263032289336
2019,BL,3.3055790063984123
1986,TZ,3.1623307553480222
1988,FR,2.5027965863991173
1991,KY,3.2270110111029138
1988,NZ,0.73907973234071478
1977,NP,4.7579138081035914
1959,BZ,5.247187054404729
1965,CD,4.7030146064744676
1961,SE,4.1544030519030519
2021,SZ,4.986891083776662
2009,NC,3.9144627418056359
2021,XK,3.1457331824043577
1993,JM,4.0919152277716737
2004,LV,1.3745556826861869
1974,BE,4.4589298869521254
1952,BE,6.0679079841237034
1961,BE,3.5304304722448547
1966,UG,1.465408783614353
1980,NL,2.5519092279054294
2023,MA,4.7416234106078763
2017,GL,2.1323909555782365
2015,ET,4.2736084180322962
1975,TW,3.9000733605530309
1951,TZ,5.9375079162624527
1950,SS,4.1779624693189925
1956,AU,1.5996216808364181
1979,TH,5.15638152833896
1957,MV,4.8903171321094918
1969,JM,0.00045231009313557573
1972,KM,4.2849952318759543
1957,IO,3.3559989225863958
1961,SR,5.102259944769326
1976,ZA,3.2329837615436197
1980,ZA,2.9878853848479707
1973,ZA,5.9382800024741931
1988,ZA,3.3643166340963355
1964,ZA,5.7520057309121455
1972,TH,4.635202797027473
1945,DK,3.2395368761990677
1962,SC,4.1978427892581012
1997,SC,3.9019056677735144
1980,SC,5.080029054887703
1978,MY,5.0541336621337383
1999,IT,2.3749899597328
1981,AT,4.254845701818593
1981,RU,4.7208162088936207
1986,TR,4.357267170160279
1968,DE,2.2686136054255983
1954,SL,3.073217566340757
1967,ES,2.7820828747070943
1983,BM,3.4710550409765903
1988,CN,4.0762876203634981
2010,VN,5.6934693090179209
1972,NL,2.0332738124925229
1981,CZ,1.0335787455785079
1968,FI,4.1217755006859642
1989,DE,2.1366182488624337
1972,AX,3.5866936066061079
1970,RU,3.7650108518333827
2018,TC,2.6999040114113613
1998,CU,3.6729137679333137
2018,TJ,4.0195175642359988
1991,BW,3.5998205291204277
2005,GT,5.3715184198132606
2005,TG,3.9923953852722889
1994,EE,1.1597274758341198
1983,RU,3.5493599884928981
1964,RU,5.376029052086631
1971,EC,5.2745184741464515
1949,MW,4.546250735483814
1958,BS,3.6968335239748522
1986,AR,4.3315202206055652
1946,AX,5.3976130439176764
2006,GF,3.6626041532156903
1957,AO,5.3161530232817418
1972,TZ,0.5857086382248371
2005,GF,4.4453315084300167
1961,PH,5.6534236732871648
1986,FO,2.4432329414565404
1950,SE,6.594540541723128
2001,UG,4.5143714021639934
1952,CU,3.6760257856129304
1962,GT,6.3132923409974051
1970,MS,1.4012188537966721
1996,BS,3.3515360003191907
1956,TZ,5.9111910475461276
1961,TT,5.0036855631732049
1998,VG,2.5232769645273767
1960,ZA,5.866979064210164
1963,MZ,4.3620766594168918
2006,RU,2.5433143961196687
1964,KZ,2.478516275292689
1992,UG,4.5303461065542967
2012,FJ,3.2840369397372324
1962,NO,2.441223584676615
1967,FO,2.2906972790656184
1981,IE,2.4593961952338552
1985,DE,2.1537019229532754
1982,PT,2.9579017792078939
1964,IS,1.8547468416538142
1972,GL,1.9711143994163396
2003,IE,2.7491707221512605
2016,GU,3.0901108060530529
1958,CO,6.4757755867358009
1947,NC,5.3081034150705175
1980,BI,5.8391693909627511
1964,UY,4.42916886168367
2010,CG,3.7108564417453289
1967,PW,1.0893695533441528
1966,BW,3.3563226568691595
1973,BS,4.38838636965236
1950,AU,6.7354590883380219
1964,VU,1.7958496954209424
1962,TT,4.3457287625679069
1975,LK,4.31367630341406
1965,ZZ,4.3747226977830485
1947,CR,5.4080197901011156
1953,PG,5.8859893997792918
1967,TN,4.4735542299813682
1964,SC,5.0681678302195818
1970,CV,4.1485570169568318
1980,CO,6.9336913929326593
1968,BO,5.0295729986926565
1954,NZ,4.0520772518742616
1951,MY,4.9608261393186188
1952,PR,4.2845147097615541
1962,CO,6.43473320815539
2013,GA,6.178593840746565
2000,GA,4.31726127402145
2012,AO,2.9028071870035537
1957,FR,2.883939885526595
1977,NL,2.4264369624408659
1974,NL,2.6541429140239319
1959,SR,5.5179899551200116
1975,UY,2.7828110527854686
2013,BD,4.392624831589238
2003,CH,5.38549632482572
1971,ES,2.4972418781846626
1950,ES,5.9543763109804315
1973,NG,5.6408052266625077
2020,RE,5.2395601341118327
2002,JE,3.1050842741702658
2006,TC,3.2622815124445013
1998,MY,4.7808157321853422
1977,AE,0.31852147238459388
2017,TL,4.2312279608574395
1988,PY,6.3589905367748774
2001,GA,5.9043859364435072
1972,EC,6.0762484721002288
1970,TZ,6.4364728073197313
1987,CZ,0.66214781094805508
1981,HN,6.5263960123129845
1961,CR,4.1175847930532523
1995,CL,4.7760581089694432
2001,VN,5.67749784834137
2011,DO,4.3152164848456822
1966,UY,3.6108143661967205
1999,ZW,4.66403947110818
2008,YE,3.9983448684478575
1971,AR,5.1994797726366251
1959,IT,4.4860356160047079
2015,GU,2.9327700430614922
2021,SO,0.20879053422781457
1992,AW,2.5557555616842556
1988,AF,0.48510450039094044
1949,SD,3.6416150968725214
1952,NG,5.4731369352672514
1948,IN,5.9435944814092911
1972,HR,4.3149805386951536
1965,JP,5.4499775371820585
1979,IO,4.9245181739420794
1975,JP,3.2566036579379571
1988,KM,5.3390773111042531
2001,PW,3.9020350037034106
2009,GY,5.3351783142102818
1978,BF,3.5013943890661405
1995,CI,3.06638164224547
1979,CI,4.5836150621632958
1985,CI,4.6217142712473
1960,NL,2.982106644899051
1958,NL,2.6991766616974768
1968,NG,5.857112711476181
2010,MZ,3.98491856344046
2005,PL,3.7434624756988479
1958,SE,4.1902963753630722
1982,CV,4.4525490718412959
1965,IN,4.714203806536843
1961,IL,3.8716103394496288
1986,KR,3.1068535907594663
2005,IE,2.8654353268944095
2020,FK,2.3495527026042784
2021,AW,3.8549930758879545
1987,IE,2.5660404004598614
2013,MK,4.4477333711048157
2015,HR,3.849643921226007
1976,VE,6.2960935466133137
1954,GH,4.7862379526979728
1945,MZ,4.5748474034367907
1992,BD,3.4817420626979989
1965,NZ,2.1570100175380569
1982,AI,2.9242958022532952
1949,TW,5.1581993896172174
1967,GT,5.9496430835742373
1978,LK,5.8962359837178262
1984,BZ,5.5204032660573175
1967,LK,6.1868781424881849
1975,GS,3.3515518797071255
1981,KW,3.8522510262080787
1965,AQ,1.5764808403771124
1948,BS,4.6625739927470695
1995,PW,3.3584295086529639
1992,CM,4.37376085774304
1971,LK,6.8264165378519124
1964,MH,5.0803033168516274
1967,HN,5.140219682980038
2003,PF,3.9172341730768347
1948,NZ,3.0683840020638598
1952,VE,6.597397667444473
2020,PS,3.5770596922586004
2015,MQ,3.5855390412352062
1985,DZ,3.0968236846262136
1990,KM,3.744800699444939
1986,HN,5.4927910605402479
1996,SV,4.9534146265388754
1952,PE,3.4009485563957407
2002,PY,4.1006372042776116
1988,MW,5.5533408891290978
1985,CM,5.5405727462870562
1997,PG,4.9066858928025106
1989,PL,2.8642773778790596
1975,RU,3.6984241972790635
1998,FJ,5.4778292655554681
1970,BE,3.768515671910285
1985,VG,1.8087974792428734
1999,LT,5.3131677845793268
1981,NP,3.9525332761410654
1991,NP,4.9903572381927459
1974,NP,1.61913328264183
1963,NP,5.08005935827517
1977,FO,2.1893125660062185
1984,FO,2.5228291780196659
1992,FO,1.8214249697426101
1961,IE,2.69893183642338
2018,AQ,0.66168515326398136
2008,IM,1.681947718915656
2009,IM,4.1735237719975329
1998,LC,3.4242416660167709
2017,GF,1.7761744252387028
2018,CW,3.811005699594173
1980,ET,3.372004453713525
1971,HM,2.6610316646760417
1958,GR,6.6601022631361362
1960,GR,6.1955216671949724
1970,MA,5.1907115639461514
1947,CH,4.0701347198085545
1961,GR,4.8191818577790189
1976,BI,3.6275843563099914
1948,AT,4.5542087574038721
1997,BM,3.963262293497166
2004,CY,3.0806075079910622
1977,IR,3.1960043748189508
1959,ES,2.8354654103378092
1986,MG,5.701959884179705
1946,MG,4.8670344165697692
1979,JP,2.3905246292577065
1949,GN,4.4675101174866834
2011,GN,5.92003685637836
1977,GF,5.0822647815210154
1991,PR,3.9142100492528091
1995,GT,5.4049215341421215
1998,SR,6.2955670954954419
1949,AU,5.4342532776534274
1992,DM,4.7836129372920659
1998,GE,5.4881817737793357
2003,PY,3.704849548377366
2000,PW,3.3496886779904922
2001,UA,4.0989855205878243
2007,TT,3.8817185935702256
1999,HR,2.5942355722639761
1987,CN,3.627482527251372
2009,MA,4.1140364224025561
1990,SC,3.1348363703293591
1949,LR,3.8896914166333056
1969,CK,5.221784979932627
1984,GU,4.0808096105779077
1966,NI,4.9779901172921734
1963,JP,5.3381011988193192
1954,AR,5.5879587547324263
1997,BJ,3.3686419947098805
2006,TG,1.5867016588261005
2020,MT,3.4940880460682568
1997,PW,3.6628197653209233
1990,OM,4.9279003955551435
1978,MW,5.1218346853689383
1979,LK,4.71534641970751
1964,FJ,4.2490753165571213
1974,MU,3.6769158354666334
1963,GN,4.5186187314712543
1960,TH,5.1695091663735537
1970,KI,2.4993183534151422
2013,CW,4.2152279308036587
1967,AR,5.027225990192739
1957,BO,3.9037400664625768
1961,AQ,2.108913065136516
1984,MP,4.5453989163821618
1955,AR,2.4652035038733207
1951,RU,4.7912144582930054
1987,PF,4.2555892130241988
1949,CU,4.6624767918600458
1959,TT,5.6862175673768922
1964,GT,6.5489328838547118
1971,IM,3.1588438095329172
1976,IM,3.4298857756344647
1972,SD,2.8937470045052973
2008,CH,3.7017172896003423
1988,GM,4.3254250439173667
1994,TZ,4.1018199922864422
2001,ZZ,3.6255188774506864
1982,MG,3.0541781815709594
1987,CD,3.6170808147665943
1972,TN,4.4125243760757806
1945,SN,2.8880682167018867
1964,LR,4.5939363733414655
1948,NG,6.0957726601608266
1976,VI,2.9239456717205878
1953,ET,3.4474917824832025
1954,GD,0.0
2020,PG,2.8969830410437645
2006,CF,4.3342534703939979
1953,BM,3.4406654280961164
1960,DE,2.6923109729479044
2002,LU,3.1860809132708976
1971,CD,4.5939305800741215
2002,MW,5.3495116554487527
1947,CM,3.805117159232664
2003,NG,2.8019920492737973
1971,NG,5.887698754021252
1958,SN,3.8712897981755807
1950,GH,3.94301130251779
1956,IT,4.702596524676407
1963,SH,2.2650276589001894
1964,SA,2.4428753109067864
1950,PW,5.4668572820000705
1964,FO,1.8524270800749214
1975,TR,3.0616834624071165
1979,TR,3.0700452461108543
1967,TR,4.3167053507563811
2000,IS,2.5293734527537053
2005,IL,2.699191115933802
2018,AL,2.8647222646827171
2004,BG,3.2887083721944683
1977,PY,4.3562128030128795
1984,ET,5.0920013399969388
1991,NZ,3.6436341408343815
1976,BB,2.7871566497376792
1959,MS,4.880490733194712
2004,BS,3.572949871602344
1959,KZ,3.7569363942556775
1977,BI,4.2219195621652252
1988,HT,3.4370433914135994
1958,VE,5.2963326886190067
1957,IN,3.8197426504205345
1964,NP,5.4937203299742476
1997,UA,2.6996023595570997
2009,IS,2.56729276781051
1963,MH,4.2576722182026634
1976,PY,3.7660088449999578
2008,JM,4.2185580118239052
2006,KR,2.3151714513470578
2006,JO,3.645645205491487
1970,EC,4.5199412028461223
1948,CL,5.4569665215551932
2002,GG,3.0594806939924837
1997,HU,1.4957688563670326
2008,BT,4.8495590621533466
1999,CX,1.2794809366686
1958,FK,1.6373912868041913
1958,BE,3.8971719511673162
2011,KR,1.3720582363925509
1989,KY,2.7101013022038307
1985,IS,2.5272632510013615
1967,LV,4.2905230415091582
1973,LV,4.7945361293952082
1948,LV,3.8206519770053791
2002,EE,3.4320972514972281
2003,EE,3.4035030350951336
1962,EE,0.81527543745421838
1997,EE,1.9986639846422676
1959,PK,4.0623150401432824
1947,NI,5.9290763500023989
2008,GQ,4.5870510558318127
1988,SV,1.5661039980798401
1996,BW,5.0722643684204263
2009,LR,4.4017228301026119
1995,KZ,3.6828766571748677
1995,DZ,1.777972970601055
1988,SB,3.0244526068606077
1989,HR,3.3368738450302136
1973,TZ,4.6032674718798532
1959,PE,4.2217850547894153
1953,EC,5.1489503253299382
2008,GA,6.2689647858132558
1949,PH,5.2701231880641588
1970,MY,5.013271583410539
1958,AI,3.036525683091488
1967,VN,3.7840237588461818
1952,BL,2.6938656083132893
1954,FM,5.1458929604248027
1999,MZ,2.66185125024466
2015,BJ,4.30026913711167
2022,FO,3.0456815040295653
2005,CM,5.2141946951120266
1991,AX,4.0049818482773336
1958,JP,5.9150872418369769
1989,SJ,0.27604273809762159
2006,CD,3.6174553880787372
1981,ML,4.491672347378584
2012,AD,2.5316380102885252
2000,HU,2.1906495945627595
1995,MM,4.59112600500109
1955,CH,2.9640404073630342
1962,TF,2.0408990571162233
1979,LT,2.4660745068807435
1995,LT,4.3823440404760747
1975,LT,4.25912453807485
1974,LT,0.77658064257635251
2008,SJ,1.6982584650654566
2009,OM,1.9960121375913382
1975,ZW,4.6353424816095954
1952,ZM,4.8887414257754
1967,NG,4.4440945034545978
1982,NG,5.20485544204246
2002,GD,3.2766211509586238
1967,CL,4.5287667827042428
1974,NG,5.3108260135055678
1994,MW,4.6155041403426749
1981,EG,3.34807840580691
1973,DE,1.8263944396179221
2015,DJ,2.4364877868193653
2007,CF,2.9381965838108335
1962,CH,4.3272413461979768
2015,BF,3.6063672383708023
1992,GM,4.9537326912233359
2011,TC,3.4443912026035677
2012,BD,3.1497333610693743
2011,DJ,4.2928890679150014
2023,CW,3.7155060383113936
2009,BF,4.0487757683409455
1991,MW,5.3793498753478817
1984,MW,5.15762479146814
1979,UG,2.7508233159270268
1960,IT,4.2413444883709133
1968,BS,4.6104502530179561
1964,CI,4.8871997323738228
1988,FM,4.0193235441034609
1958,GY,5.0738050771416408
1947,SD,1.9722469794234416
1998,MA,4.2455845882771985
1967,CF,3.7086912594994557
1951,GN,3.5317128775027768
2000,TF,2.4297854942275436
2023,GN,3.6915202459950271
1964,PL,4.9259050819238146
1981,KP,2.6410669338005284
1967,SK,3.7082415145851284
1950,PL,3.5926199851844318
1991,IS,1.7268093259030166
1955,CI,3.1560659043352857
1980,BF,2.8574004574090566
2009,BJ,4.3515634992143184
2022,CI,4.5371398699964516
2004,CD,4.2620751391926284
2021,CM,4.8830411310335595
1973,IN,3.2048731812336673
1965,NI,5.8733564876293611
2005,SC,3.0871941351278545
1979,CD,4.79163147081713
1980,BN,2.6181396050859211
1994,UA,2.2713710194557089
1955,UY,3.2558056874892429
1974,PG,4.6420736645435339
1955,SC,0.983444075817435
2012,NG,4.3291693007722731
2013,NG,2.7667943078560207
1972,PY,3.4713956637896572
1956,RW,4.2301330074092114
2000,UA,2.7820844573479766
2007,HR,3.3529179337160824
1963,RO,3.5992178359473237
