year,countrycode,Shanon_index
1992,VE,4.913963206817229
2011,IO,2.1518711829823993
2018,GE,1.6263122423002649
1997,IL,1.6881381948775871
1996,BZ,5.3000301581581439
2007,FI,5.1510348788791394
2020,ZZ,1.1796425979349912
1978,BH,2.5228328797925261
1978,IN,4.1995488501311238
2008,KH,3.6627479475237523
2020,RW,4.99133239767798
2011,BT,4.9982905928731727
2017,PG,4.996632410282781
2018,IR,3.8136636530322869
1998,BG,3.1199640100596757
1999,BR,6.3671058264125664
1977,PE,5.3591307170434357
1990,BG,1.9771535918951408
1980,PE,5.8076322478878968
1999,HU,2.7235031544013162
2005,NA,5.1116527059258665
1997,GB,3.31270364877587
2014,FI,5.1627589908951093
2020,MF,3.6001520659517188
1958,BM,3.6352483762560506
2017,AZ,2.449528129665699
1946,CA,3.7665317334587072
2007,EG,4.5388201269708039
2014,PT,4.1340528258984923
1996,KE,0.54174954411166565
2018,SA,4.3539802901947988
2002,CO,4.240099393170583
2009,IQ,3.1182796817579965
2004,OM,3.8318489251788148
1983,IL,3.8391063587486376
2003,AT,3.5808333638588166
2021,AX,3.9306432756633165
2015,LV,3.9251271881941805
2006,PA,3.2902846139033697
1984,AU,2.9374806805247808
2014,IR,4.7833495111067412
1978,CO,6.2229930655565644
2012,HT,4.09517295376038
2019,TC,2.2626789037588249
1993,TH,5.9444745317527561
2016,BW,4.51317178430478
2011,FJ,3.0548959320471996
1989,PA,5.4545369705349245
2019,AL,3.6822564453691582
1985,FI,4.1755283214029433
2015,BQ,2.588390112044364
2014,AI,1.5151515929030959
2015,LT,3.0902340451600638
1998,GM,4.93347399692089
1981,BO,6.1575437993068425
2018,LA,4.7742585636378454
2016,NA,2.3368340989876888
2013,KH,4.2174599778594946
2016,MZ,4.2816580636003456
1993,ZW,4.7721764367776354
1982,GR,5.1265994812303832
1993,EC,3.7160408778077612
2004,AE,3.6673001336269215
2013,BM,3.4294342986189452
2014,GQ,4.2546960690813025
2004,UG,5.1714637086230617
1999,TW,3.8849403977408667
2004,ID,3.3162031513521821
1986,UA,1.6878706404075179
1970,FI,3.91007731126111
2022,CC,2.9157823166225549
2022,MO,4.7175853578621636
2011,CM,4.9928280698859195
1997,MY,5.3913711219514608
2003,MG,7.155227067495435
2021,MW,5.0342726316512509
2007,CR,5.39892884483375
2008,CZ,3.1952858025387636
2010,NL,5.0177082793182564
1972,DE,1.8857674221415008
2016,EG,2.8285713495061571
2010,BW,3.7914100313763535
2012,UG,2.928077070434977
2017,BT,5.0835293317309214
2006,NO,4.5681778684052947
2022,LA,4.517374272183865
2020,GY,4.5475338106449286
2009,EG,4.1404188459597178
2010,GD,2.7928975401812259
2014,VU,3.5910054720861488
2000,NC,5.3164767220821467
2011,BO,6.4028727841020476
2004,CH,5.7624260929206086
1999,SA,3.8451667683589794
2005,CG,3.977561495574542
1994,TR,3.9995261222961371
2006,BG,1.2823632831331322
2008,BZ,5.1930242114677982
2005,IT,3.8027416130824712
1995,PA,4.5618832091333106
2006,TT,3.58255277537124
2012,ZM,0.020754611487727951
2001,BW,2.1874497085336366
2007,SX,2.9155947938819593
1992,TT,3.9520912061565676
2008,ID,5.4103974956030232
1973,ZM,4.6719170284277975
1985,HK,3.1889106978818424
2016,NL,5.1134342778216713
2019,QA,3.8651708772795055
1988,AU,4.4262091751275685
1955,SE,5.0485795660412247
1984,MA,3.7000119603189559
2012,ST,2.0878320548683216
2004,SR,4.4708026806437013
2015,AT,4.3708285255085357
2022,SR,5.2018031806958369
2009,ET,5.7545647856562541
2002,TR,3.6973338543667
2001,UY,2.6219322639238594
1990,ME,4.156382985350116
2013,GP,2.9752670811075212
1983,JP,3.0763917903741609
1989,GB,2.9310352718741521
2021,SJ,3.5070085088796716
2023,US,0.13988502722988325
2023,BR,3.4649467425433289
1992,NZ,3.5681044541346121
1952,DE,2.7826561049490146
1993,IT,3.0237530059100357
1994,TN,1.7763275167413044
1965,NL,2.8097371682308823
1968,NL,2.4093459499389103
1995,TH,3.6452101547785962
1976,SN,4.517688569114136
2002,UY,1.7093964218326698
1976,NO,3.2155509858753142
1981,NO,3.36856978580324
2000,NO,3.4138919429357055
1989,NO,3.509400499243859
1999,SJ,2.9895719782187764
2004,ET,4.6717818600649172
1973,KE,0.1124178412839192
2019,AM,4.2542420097105946
2019,BA,4.1008434616133851
1973,BM,3.9156914704172547
2003,BS,3.48310287373298
1988,TG,3.6758970073740742
1975,FR,2.378934489248532
2001,PT,3.3515471121110614
2000,OM,2.0533759999829346
2016,IM,3.3477144894756306
2004,CN,4.7228988108836925
2008,ET,4.3826751828729407
1988,ME,3.4831810983421581
2014,EE,3.5850877919080597
2015,JM,4.3567527832207293
2020,KG,3.8558121202683933
2016,CM,5.3024630370826973
1977,ES,2.5497756624420176
1952,DK,2.7823826934191587
2011,JM,4.3319726733957289
1964,US,2.5568276740665827
2013,BB,3.6858689193779113
2016,DM,4.0888179126129369
1996,HK,3.8600412580690087
2020,TD,3.758347422608741
2004,MA,4.2646691607657949
2007,CZ,2.9557128406977671
2007,TG,4.8210476529123927
2023,IT,5.6581581536534857
1996,BE,3.512687306769223
1978,PE,5.1802212448190259
2009,MW,4.6787400844900375
1982,TW,4.0034212670243043
1967,BS,4.11230127313706
1947,BS,4.5387607974547244
2016,PS,3.6514014298543929
2006,HK,4.5957022265246481
2020,MS,2.9694020683407021
2010,DO,4.4805692002572357
2007,ML,4.0379626892792748
1992,NP,4.98453368132884
2009,BM,4.2275319062504177
2006,NI,4.41193813485761
2011,DM,3.5718888628497254
1982,AT,4.4341490999402167
2013,CM,5.1147554952075716
1970,BR,7.1636013743299634
2014,GF,3.1312809626027209
1948,FR,2.078191328521704
1967,MG,3.5520609226918709
1997,FI,4.571126572094693
2012,FI,4.6716288620522448
1965,FI,4.2681656908538015
1960,FI,4.275723420892569
1958,FI,4.1499087041620593
1983,BE,3.6176480947248542
1971,BE,4.3393728334553074
1998,VN,5.6317654402282695
2001,SZ,4.0108930463914376
1990,TR,2.6573702799281267
1999,IE,2.6527439774096924
2012,HU,2.5244258349332762
1998,ET,3.9636116776437809
1975,NL,2.5212020627408389
2005,CZ,2.5288639856027237
2001,LK,4.2959494107157541
2007,CG,1.0478066010592497
2017,AO,5.3873216322658193
2003,ZA,3.6020655069510865
1961,GB,2.9020061516485214
1978,BR,4.8119452645958694
1967,MZ,4.3214434453457207
2011,MP,3.8774951836045619
1971,NC,4.7037912878535479
2005,ZZ,3.53917232434354
2007,CD,2.9016597245854463
1999,NC,5.4957450516420217
1964,NG,5.8872462632099136
2007,SB,4.2905877774644372
1992,WF,4.9978548912667442
1964,GQ,3.3008648838620638
1981,ID,5.254536538453773
1998,SY,2.6182426654662807
1974,NC,3.655095598777955
2000,MG,6.5048182019113572
1949,CN,4.8500866609144317
1968,GR,6.6246455744702626
2013,YT,2.476568348956353
1958,PE,5.7541050209093658
2023,CO,5.9413265228094909
1967,NO,2.5804913704872479
1989,CM,4.2029417134909277
1971,SR,2.1710832243834868
1997,KH,2.9514878145943788
1982,ZZ,3.1046323638087281
1977,SR,0.66496779776599257
1972,GH,4.1760719947766871
1964,SR,4.7432330201871711
2005,RU,2.503536825174892
2005,KR,3.2453118652746977
1995,MU,5.0163466789366336
1959,NL,2.6358484732724934
1983,BR,7.3530819398291118
1960,PH,4.8880891112864306
1982,EC,6.6718086411408111
1964,EC,5.2418260588167964
1960,BR,5.8981337788803545
2006,ST,2.9333857028802819
1963,GT,3.9080669935679313
1966,DM,4.4720857425187823
1953,CU,6.033085864272782
1957,PT,4.1144399190192695
1946,JP,6.3910405136797381
1974,ID,5.5804104505162657
1988,MA,3.6526138693602306
1963,PF,5.000707543601508
1980,EC,4.6929797899668015
1980,PH,3.5183261027016135
1969,DO,6.7790664939348622
1952,BR,6.7653383385552859
1961,EC,5.9257167642513373
1965,TT,0.0013303300345234564
1962,ET,5.0541083009267824
1967,CR,6.71627021450167
1952,BS,3.5736211740160377
2004,FK,0.51658667400112979
1967,BR,6.62024411382028
1951,IL,4.6306527346130339
1987,BO,6.4480520296086929
1967,CO,0.0033064637560144996
2004,AX,3.6689166675425771
1990,PY,6.6145969520891112
2000,SV,5.486852158820672
1990,PE,7.4357612691868766
1977,PA,6.3212073400248
1992,PH,5.2158386443245792
1994,GH,6.2685180493836157
1988,EC,6.407659749735366
1987,EC,7.3289047923789834
2020,GA,6.5435493567999137
1973,PE,0.0012565197032370647
1992,BO,6.4428099395787264
2002,SV,4.04594669303081
1958,CN,5.6043922259851113
1982,CR,7.0577595739627
1981,GA,4.7551077173935763
1973,NZ,0.80978440417089315
1987,CM,6.1180732238439859
1985,ZA,3.1450321359837412
1984,CL,0.22813858746749105
2002,NC,5.3376681177044762
1954,AU,4.4529903068608787
1981,ES,2.7761588431665944
1990,ZA,3.8528287679421696
2015,DZ,3.3318326962064844
1974,CO,4.9808525477031864
2007,KW,3.47636874944968
2013,ME,3.6353256100255917
1995,PR,4.0848096874290007
1977,PG,4.5929481662834988
1974,VC,0.68984368725096079
2009,GA,5.6818290714519035
1978,EC,5.006710244247178
1970,ZZ,4.3749304345048667
1956,NG,3.940558593909441
1990,BZ,4.8308322971273974
2005,BB,2.8769291029090627
1976,AX,3.5019178515089782
1968,FR,2.4928927772923748
1974,ZM,4.9489693877633005
1950,FI,6.9900492653509865
1968,GM,2.6678435203170205
1998,NL,3.612168839223691
2003,NL,3.6237322566185357
2013,PY,3.80851312052482
2023,GE,3.2551318776689273
2009,SV,3.7743425536481627
1988,PT,2.9410904361741643
1983,HR,4.6235796193891385
1953,ZW,4.9485751945814522
1987,TR,4.6022120339907
1960,AU,6.7583378887854462
2003,TN,3.4518794203025296
2011,CW,4.8034169059061229
1971,MW,4.8264312904955373
1978,VE,4.0078927532784707
1965,ZA,6.2494921747716878
1947,ZA,6.1142494506392495
1972,LS,1.0986122886681096
1951,ZA,5.9364866213077
1946,ZZ,2.9037403303106184
1947,ES,6.0847710339705783
2006,SC,2.7954154320729572
1990,KZ,3.36423629122423
1996,MY,5.3225323120012122
1962,SE,4.2508217201363792
1977,GR,3.6894963182768903
1984,JP,2.9940861190612895
1986,LT,5.1766709594308224
1996,RU,2.20754017316017
2018,TR,3.6157395706636839
1980,HK,3.0397954141821306
1986,MY,3.1108220707037635
1998,HK,3.3972438201307189
1980,TT,5.944530551973374
1973,BE,3.8986995626738241
1999,AX,3.8986683593915639
1951,SG,2.5334542568300136
1990,SG,3.7348410700858521
2003,AQ,1.0397193358832018
2010,GY,5.44552833302914
2012,HK,4.5653158404664405
1994,GT,6.0626674548153385
2006,PL,4.2755637782650648
1970,AU,2.0414349051968745
1954,ZA,5.5006056660314657
1985,SJ,1.9767797314467908
1984,MT,1.2642305343489388
1956,AR,5.7601927643034534
1945,VE,6.0287788112137459
1955,DE,2.523655921944532
1992,SJ,1.1361742973307578
1990,UG,2.6561358748399604
1967,UY,2.9856288068484576
1969,GF,4.9183649051936769
1957,EC,4.9060199069009176
1948,DE,2.6036679241101126
1962,CK,4.2296094582626145
1970,TH,4.3320459343261168
1965,PR,5.3860357723541119
1954,PH,5.1892347385461122
1968,AR,5.3007623490594042
1972,NG,6.1180539703044792
2005,JM,3.885103766902557
1979,GB,2.8488113448265566
1968,UG,3.18019379295203
1955,GB,2.9619051587142469
1990,SA,3.99466596344987
1974,MH,4.1985942328866761
1998,GR,5.1683356503126658
1953,IE,2.8313222629672672
1950,IS,2.1935480270410763
2013,IE,2.826502137400543
1963,ES,2.3932878787786205
2007,FO,2.484828169969568
2004,GY,6.7292427995392545
1946,CD,3.9461164251581127
1946,MW,6.1208466315042367
1981,AQ,1.1994396120072108
1965,EG,4.7275007102699647
1956,BZ,5.0634195651387568
1982,IL,3.2060605221958705
1945,CU,4.08637161099927
1950,CO,6.96867088815082
1963,ID,5.579873061299633
1981,NC,6.125733936498615
1966,BO,5.657658226205335
1985,AQ,2.1366386860622288
1951,IN,4.3693228932523507
2001,SV,5.4971486220823893
1996,TZ,4.2748793506803739
1951,PA,3.7864436088258726
1946,MQ,4.679115808691698
1973,CO,5.86262208656443
2017,GW,4.4647792894556755
1951,SR,3.1321489157162
1953,FR,2.3051993862493068
1973,SN,3.2248517483355728
1985,GT,5.3379852039285565
1976,NL,2.2547028065736305
1985,CN,3.7334904137670493
1976,BR,1.9714397959012151
1966,ES,2.760128359868061
1970,ES,2.6188638033150666
1949,ES,5.9655297310587923
1970,KE,5.2669742215295523
1974,KE,5.3574033319253669
2021,PR,4.1898126800986288
2015,BG,3.5547644981076605
1988,BD,0.56004525251720527
1993,NP,5.1473940774887756
2013,MZ,4.1222228489343111
1999,RW,3.8555775744497858
1971,SV,4.29497314714074
1974,GT,2.8016959729420381
2015,CD,4.5629900138407278
2019,TF,3.7183976320715355
1993,GQ,5.0814830128639334
2002,YT,3.8068241846877933
1989,CF,5.5950091605072743
1959,EC,5.35108244928175
2008,BM,4.1661370192385609
2006,GM,4.9857872019462475
1987,BG,2.5196464632171169
2004,KE,1.0703561492248783
1964,IT,4.0920282630188405
1973,ZW,4.9971331813895032
1995,DO,3.4937029794542234
1983,AQ,0.87563120076172474
1996,AT,4.5269718043044884
2016,AW,3.9346027958066019
1990,ET,4.6694094649115572
1956,SG,4.4573455444614556
1955,SG,3.6839784905157074
1965,BS,5.227961997013078
1981,AE,3.3606410466588219
1969,BQ,3.599776358827234
1974,PR,5.3785820838829528
2004,PW,5.4820064732428344
1989,PF,5.0329298405743543
1993,PH,4.7356933165429691
1981,FJ,3.877337267896424
1995,CU,2.0967717029083421
1984,VC,2.7343656112764885
1973,CI,5.638662216433703
1972,CI,4.5896193147056854
1968,CH,4.9477847329699163
1971,TZ,6.0908277538427456
1992,CN,4.1624252128737442
2009,TG,1.9363409139315759
2000,ML,2.7948555185057753
2005,CI,1.5477959853477565
2005,BJ,3.78828740684819
1995,ES,3.5465903685183147
1969,FR,2.8276238312030983
1981,TR,3.8700047024047426
1962,IL,4.25492839824563
1986,CV,4.2288320596487647
1962,PT,4.4520919096030616
1956,NL,2.9891977550750677
1958,IT,4.8102889801018538
1949,UZ,0.994353691762369
1979,MA,3.7931382123911837
1965,DO,3.3679384004937161
1967,EG,4.5309491507178619
1979,FR,2.3468093121557736
1960,JM,4.6660760020880412
1958,MG,5.8840925960387116
2023,HR,5.3895349956907248
2013,AT,3.6465697947912727
2007,IR,1.726512586404835
1964,ES,2.7262057202528509
1986,HU,3.5289645303685195
1982,MW,5.096194001339903
1964,GH,5.3860044067462249
1985,CK,4.6596394393425777
1962,GY,5.6185116940500883
2003,KI,4.04563888130552
1977,TT,1.204359298388052
1975,MM,1.833785546820053
2007,FM,3.0044690273500567
1965,PH,5.4970489199095276
2006,ZZ,5.306552014839208
1945,PK,2.5066618124970015
1969,MZ,4.4639652014590716
1968,AQ,4.3591276952005078
1958,AQ,2.5858824234026008
1968,EC,6.1939102060919078
1966,CR,0.00228947093282003
1974,VE,6.6905957218490242
1992,GF,2.04353262833863
1965,DM,2.9930363848313251
1977,BS,5.2034224992431959
1974,TZ,5.4557233054333887
1988,PF,5.7854384167833075
2014,PF,4.70992701865809
1958,BN,4.1996079227298555
1953,AU,5.953728781632849
1966,NP,6.3669129784868419
1955,EC,6.0331044281582491
2003,MP,3.8703747717105279
2004,AS,3.2286651990371631
1975,ZA,5.2381140535408841
1971,AO,2.9784220657079921
2008,NC,4.568361905632579
2001,RU,4.2659269084758424
1970,DO,4.5101451384830771
1967,DO,5.398001730731619
2020,GP,3.8983245600412055
2019,VG,3.4142038617486241
1961,ZW,4.3192178757999828
1969,ZW,4.8448282750950415
1994,ZW,5.2419456420138077
1963,ZW,4.8743488672856863
1983,NI,7.267119965860009
2010,YT,2.5292533855968964
1991,CM,4.9505355866714691
1966,SL,4.8090930297988965
2002,TM,3.4714808080121164
1981,GY,5.4781626785680828
1995,PG,4.0366424511983583
2016,AI,3.0294286453717549
1962,PL,2.13166497831994
1996,FJ,5.5572124342414719
1953,BE,5.8510566580639489
1957,BE,5.588824299960848
1946,BE,5.3005298801512613
1957,NL,2.7387497493263342
1958,CZ,3.8785856325832837
1994,LT,3.6034037897387727
1972,NP,3.0768260026268868
2004,NP,4.1414891164526528
1969,FO,2.2687107164558031
1979,KE,4.3866509137269034
1995,KE,4.1399243190200856
2001,IM,3.2295160963508209
1985,ZW,0.31188051665711969
2011,BA,4.0988744790583063
1998,SJ,1.6106703819754393
1992,KE,0.64880306894389517
2010,GL,2.22859652553566
2016,SC,2.991664549053572
1994,PH,5.2077697054886549
1970,VC,1.5823185224565557
1980,GT,5.410454070459771
1976,GL,1.9304226726241214
1993,CI,4.7074581687652142
1976,GR,3.573750776195932
1957,GR,6.21205192273009
1975,DE,2.2820504035065579
1970,GR,4.8900833396284682
1947,NO,3.1326406195562631
1965,CH,3.8037165820640491
2016,KZ,4.0274884318572379
2008,GD,3.3627360212224064
1960,RU,4.9135777071134212
2000,PY,4.7287242011308
1975,HN,5.2520774417106084
1980,VE,6.8534406663945928
1945,BR,2.4126520890261265
1985,SL,3.7588166031891488
1969,NI,5.3474962797872232
1962,SL,2.9527238813741019
1997,SR,4.4861963620493759
1947,JP,5.612897285688808
1969,BI,4.6087874808622269
1981,ET,4.4159643374368871
1990,NI,3.9224338777466721
1993,KG,3.9275420615912222
2002,EG,4.287703307797285
2008,RU,2.3527140119193439
1956,PG,6.3148937961315719
1978,KY,3.4486969712241233
1948,MZ,4.464578353149566
1977,NA,3.5770396142597654
1977,PR,3.6658296100338639
1969,VE,5.2524970493037015
1983,GU,4.6831605826756366
1971,IR,3.1463163430331642
1945,GT,4.7707495805122244
1950,BE,6.079628420575645
2021,NC,4.551091277809701
1993,OM,4.5568532281553962
1990,NA,4.0500970718101845
1987,NA,4.42236744371355
2023,PA,4.1584089362401437
1997,SK,3.8084470687046426
1972,MC,0.69314718055994529
1987,MA,3.234237714890452
2003,MM,4.0491776460093369
1977,SG,3.9306967063590483
1978,PG,5.3020549465965425
1949,MH,4.9638532728982092
1978,CL,1.6261736199337073
1976,BO,4.4153901788229648
1994,LK,4.3034812800976079
2002,CM,4.3077243098972238
1978,PY,5.5953040722115475
1972,AQ,0.93899065200232179
1978,FM,3.7799071868983409
1954,IN,5.4465778582858766
1964,BS,5.06761131638188
1959,AG,3.1245230077509865
1956,VE,6.0007652241149367
1977,CO,7.01520896388932
1991,WS,3.6803542797741176
1957,PE,6.1357025975130526
1963,SK,3.9569353844812918
1985,IM,3.3997586077086739
1962,IM,2.0748919116904418
2004,IM,3.3231196422488267
1985,MU,3.7046794338695239
1953,NG,5.3277999833287621
2002,HN,5.4817676111741056
1985,HN,6.5566318111651691
1954,BE,3.5701155432682512
1949,MP,4.965243949423269
1953,MY,5.5188234515161625
1947,EC,5.5662136519780914
1962,TR,3.70171009929213
1965,UM,2.9998451519782465
1969,GY,4.64295410138081
1987,PR,4.2167858999299312
1968,MW,3.9194981697269045
1960,PL,4.450412019571071
2021,HU,2.8874097211127063
1998,EG,3.145490132700274
2000,CY,4.2617332184103809
2020,PF,3.5041181093281808
2005,AG,3.426812925333627
2009,KN,3.0573503005065024
1969,CH,4.3855227579631153
1999,AD,5.1861808872342294
1975,RE,3.8895552788755259
1996,CD,2.9686401476969775
1973,RE,4.8203542358067608
1956,LU,3.0612536154171126
1963,CH,4.3922156350005261
2000,BW,4.2030053531940492
1994,CI,5.3714724718409812
1955,MW,4.0908062942126406
2007,CH,4.0362756378854661
1945,DO,6.1313198329602576
1984,TT,4.346738186841324
1945,UY,4.3695701739652693
1972,TR,3.5550897271248711
1960,TR,4.639359760749616
2022,SL,4.688499905900418
1988,ZW,4.9408774300861937
1960,SY,1.5607104090414063
1970,RW,3.1881718181518606
1946,PY,4.9507776360627265
1959,BO,1.368909388919475
1966,MG,3.7387282100133579
1970,JM,5.5208015434335911
1976,NA,4.4693919546281311
1952,DM,3.0846519456895094
1950,CR,5.1357727604529373
1999,UA,1.6406038757945869
1976,FM,1.784714165345813
1965,MH,3.4530144829017253
1953,ZZ,1.5700017442051215
1968,GF,4.7778001685578362
2004,CU,4.0851724879239955
2001,CI,5.5287652041923518
1985,TW,3.8957712360527705
1970,GA,3.8231367731646131
2001,YT,3.6143055220504636
1971,AF,2.029069753812816
1967,BZ,5.5697215069225186
1989,HN,4.7649210938722124
1978,SV,0.88506738201405222
1998,MN,3.5317825610634568
1961,SO,3.4567339887300856
2002,NP,5.3410030187801913
2001,KG,4.3357134627022758
2017,DM,3.7791686189204579
1973,CN,4.7712173058222955
2010,BI,0.13060926507041512
1997,GH,4.560847645565496
1987,LV,5.19172762694638
2005,LV,1.4636589746455995
1966,LV,4.1827836181474707
1977,LV,4.8246721794679335
1982,LV,5.1092415706475416
1993,LV,0.9941655647128822
1960,EE,0.34366552520699012
1990,JP,1.9680757005455596
1951,AU,6.6563179488233413
1952,MG,6.3009550552274307
1960,AR,5.8370594258370927
2004,GA,5.5772156596537688
2005,WF,3.4436417997369446
1997,PL,2.325043036322572
1976,TZ,2.5540675777967361
1986,DO,5.36365122965795
1963,GS,3.1093322155462064
1983,ID,3.1974370618420012
1947,MY,3.937922518629696
1977,NE,3.520494936901343
1949,BR,6.947302343072093
1998,MM,5.0738525100531531
1947,NP,3.0028883769166823
1969,AX,4.383690365350347
1967,AX,4.0498364186325713
1964,PK,3.579851814461799
1963,PK,3.5669713885223846
2019,SH,1.5092329461942362
1988,IS,1.5932870290542589
